"Subj","Issue","ReverseCode_Issue","Video","ReverseCode_Video","Agree","Credible","Change","Group"
1041,4,1,14,2,2,2,3,"Conservative"
1041,4,1,15,1,3,2,3,"Conservative"
1041,4,1,16,2,3,2,4,"Conservative"
1041,5,1,17,1,4,3,4,"Conservative"
1041,5,1,18,2,2,4,2,"Conservative"
1041,5,1,19,1,5,3,5,"Conservative"
1041,5,1,20,2,3,4,3,"Conservative"
1041,6,2,21,1,5,3,2,"Conservative"
1041,6,2,22,2,2,2,3,"Conservative"
1041,6,2,23,1,5,5,2,"Conservative"
1041,6,2,24,2,3,5,2,"Conservative"
1042,1,2,1,1,5,3,1,"Liberal"
1042,1,2,2,2,3,4,4,"Liberal"
1042,1,2,3,1,4,3,2,"Liberal"
1042,1,2,4,2,2,3,3,"Liberal"
1042,2,1,5,1,5,5,5,"Liberal"
1042,2,1,6,2,5,5,4,"Liberal"
1042,2,1,7,1,5,4,5,"Liberal"
1042,2,1,8,2,1,1,5,"Liberal"
1042,3,2,9,1,5,4,1,"Liberal"
1042,3,2,10,2,1,2,1,"Liberal"
1042,3,2,11,1,5,5,1,"Liberal"
1042,3,2,12,2,1,3,1,"Liberal"
1042,4,1,13,1,4,4,4,"Liberal"
1042,4,1,14,2,2,1,5,"Liberal"
1042,4,1,15,1,5,3,4,"Liberal"
1042,4,1,16,2,1,3,5,"Liberal"
1042,5,1,17,1,5,3,4,"Liberal"
1042,5,1,18,2,3,3,3,"Liberal"
1042,5,1,19,1,5,4,5,"Liberal"
1042,5,1,20,2,1,2,4,"Liberal"
1042,6,2,21,1,5,4,1,"Liberal"
1042,6,2,22,2,1,1,1,"Liberal"
1042,6,2,23,1,5,4,2,"Liberal"
1042,6,2,24,2,2,2,2,"Liberal"
1043,1,2,1,1,5,4,1,"Conservative"
1043,1,2,2,2,1,3,3,"Conservative"
1043,1,2,3,1,5,3,1,"Conservative"
1043,1,2,4,2,1,4,1,"Conservative"
1043,2,1,5,1,4,3,3,"Conservative"
1043,2,1,6,2,4,3,3,"Conservative"
1043,2,1,7,1,5,5,5,"Conservative"
1043,2,1,8,2,3,3,3,"Conservative"
1043,3,2,9,1,5,3,1,"Conservative"
1043,3,2,10,2,1,3,1,"Conservative"
1043,3,2,11,1,5,4,4,"Conservative"
1043,3,2,12,2,1,5,1,"Conservative"
1043,4,1,13,1,4,3,4,"Conservative"
1043,4,1,14,2,1,1,3,"Conservative"
1043,4,1,15,1,5,3,4,"Conservative"
1043,4,1,16,2,5,1,3,"Conservative"
1043,5,1,17,1,5,3,4,"Conservative"
1043,5,1,18,2,4,3,3,"Conservative"
1043,5,1,19,1,5,3,5,"Conservative"
1043,5,1,20,2,1,3,5,"Conservative"
1043,6,2,21,1,5,3,1,"Conservative"
1043,6,2,22,2,1,1,1,"Conservative"
1043,6,2,23,1,3,3,3,"Conservative"
1043,6,2,24,2,4,3,3,"Conservative"
1044,1,2,1,1,5,4,1,"Liberal"
1044,1,2,2,2,1,1,1,"Liberal"
1044,1,2,3,1,5,4,1,"Liberal"
1044,1,2,4,2,1,2,2,"Liberal"
1044,2,1,5,1,5,3,4,"Liberal"
1044,2,1,6,2,3,3,3,"Liberal"
1044,2,1,7,1,5,5,5,"Liberal"
1044,2,1,8,2,1,2,3,"Liberal"
1044,3,2,9,1,5,4,1,"Liberal"
1044,3,2,10,2,2,2,2,"Liberal"
1044,3,2,11,1,5,5,1,"Liberal"
1044,3,2,12,2,1,1,2,"Liberal"
1044,4,1,13,1,5,4,4,"Liberal"
1044,4,1,14,2,1,1,4,"Liberal"
1044,4,1,15,1,5,2,4,"Liberal"
1044,4,1,16,2,3,3,3,"Liberal"
1044,5,1,17,1,5,4,5,"Liberal"
1044,5,1,18,2,1,4,3,"Liberal"
1044,5,1,19,1,5,4,5,"Liberal"
1044,5,1,20,2,1,2,4,"Liberal"
1044,6,2,21,1,5,4,1,"Liberal"
1044,6,2,22,2,1,2,2,"Liberal"
1044,6,2,23,1,5,4,1,"Liberal"
1044,6,2,24,2,2,3,3,"Liberal"
